complex_id,ligand_file,protein_file,pocket_file,affinity,measure,resolution,year
1aj7,data/raw/PDBbind_v2020_refined/refined-set/1aj7/1aj7_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1aj7/1aj7_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1aj7/1aj7_pocket.pdb,3.87,pKd,2.1,1997
1v16,data/raw/PDBbind_v2020_refined/refined-set/1v16/1v16_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1v16/1v16_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1v16/1v16_pocket.pdb,3.87,pKd,1.9,2004
3w5n,data/raw/PDBbind_v2020_refined/refined-set/3w5n/3w5n_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3w5n/3w5n_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3w5n/3w5n_pocket.pdb,3.87,pKd,1.8,2013
3wjw,data/raw/PDBbind_v2020_refined/refined-set/3wjw/3wjw_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3wjw/3wjw_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3wjw/3wjw_pocket.pdb,3.87,pKd,1.59,2013
4nbk,data/raw/PDBbind_v2020_refined/refined-set/4nbk/4nbk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4nbk/4nbk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4nbk/4nbk_pocket.pdb,3.87,pKd,1.94,2014
5oh3,data/raw/PDBbind_v2020_refined/refined-set/5oh3/5oh3_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5oh3/5oh3_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5oh3/5oh3_pocket.pdb,3.87,pKd,2.1,2018
6gji,data/raw/PDBbind_v2020_refined/refined-set/6gji/6gji_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6gji/6gji_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6gji/6gji_pocket.pdb,3.87,pKd,1.6,2018
3si4,data/raw/PDBbind_v2020_refined/refined-set/3si4/3si4_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3si4/3si4_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3si4/3si4_pocket.pdb,3.88,pKd,1.27,2012
4mjp,data/raw/PDBbind_v2020_refined/refined-set/4mjp/4mjp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4mjp/4mjp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4mjp/4mjp_pocket.pdb,3.88,pKd,1.85,2013
5eqe,data/raw/PDBbind_v2020_refined/refined-set/5eqe/5eqe_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5eqe/5eqe_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5eqe/5eqe_pocket.pdb,3.88,pKd,2.4,2016
1m0q,data/raw/PDBbind_v2020_refined/refined-set/1m0q/1m0q_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1m0q/1m0q_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1m0q/1m0q_pocket.pdb,3.89,pKd,2.0,2002
2ctc,data/raw/PDBbind_v2020_refined/refined-set/2ctc/2ctc_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2ctc/2ctc_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2ctc/2ctc_pocket.pdb,3.89,pKd,1.4,1994
3iae,data/raw/PDBbind_v2020_refined/refined-set/3iae/3iae_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3iae/3iae_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3iae/3iae_pocket.pdb,3.89,pKd,2.3,2010
4aj4,data/raw/PDBbind_v2020_refined/refined-set/4aj4/4aj4_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4aj4/4aj4_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4aj4/4aj4_pocket.pdb,3.89,pKd,1.9,2012
4nl1,data/raw/PDBbind_v2020_refined/refined-set/4nl1/4nl1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4nl1/4nl1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4nl1/4nl1_pocket.pdb,3.89,pKd,2.3,2014
4ufk,data/raw/PDBbind_v2020_refined/refined-set/4ufk/4ufk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4ufk/4ufk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4ufk/4ufk_pocket.pdb,3.89,pKd,2.4,2015
1avn,data/raw/PDBbind_v2020_refined/refined-set/1avn/1avn_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1avn/1avn_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1avn/1avn_pocket.pdb,3.9,pKd,2.0,1997
2gvv,data/raw/PDBbind_v2020_refined/refined-set/2gvv/2gvv_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2gvv/2gvv_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2gvv/2gvv_pocket.pdb,3.9,pKd,1.73,2006
2qw1,data/raw/PDBbind_v2020_refined/refined-set/2qw1/2qw1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2qw1/2qw1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2qw1/2qw1_pocket.pdb,3.9,pKd,1.7,2008
2rkm,data/raw/PDBbind_v2020_refined/refined-set/2rkm/2rkm_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2rkm/2rkm_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2rkm/2rkm_pocket.pdb,3.9,pKd,1.8,1997
2vhj,data/raw/PDBbind_v2020_refined/refined-set/2vhj/2vhj_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2vhj/2vhj_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2vhj/2vhj_pocket.pdb,3.9,pKd,1.8,2007
2vuk,data/raw/PDBbind_v2020_refined/refined-set/2vuk/2vuk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2vuk/2vuk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2vuk/2vuk_pocket.pdb,3.9,pKd,1.5,2008
2wor,data/raw/PDBbind_v2020_refined/refined-set/2wor/2wor_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2wor/2wor_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2wor/2wor_pocket.pdb,3.9,pKd,1.7,2009
2wos,data/raw/PDBbind_v2020_refined/refined-set/2wos/2wos_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2wos/2wos_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2wos/2wos_pocket.pdb,3.9,pKd,1.7,2009
4n9c,data/raw/PDBbind_v2020_refined/refined-set/4n9c/4n9c_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4n9c/4n9c_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4n9c/4n9c_pocket.pdb,3.9,pKd,1.75,2014
4qgi,data/raw/PDBbind_v2020_refined/refined-set/4qgi/4qgi_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4qgi/4qgi_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4qgi/4qgi_pocket.pdb,3.9,pKd,1.9,2014
6c85,data/raw/PDBbind_v2020_refined/refined-set/6c85/6c85_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6c85/6c85_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6c85/6c85_pocket.pdb,3.9,pKd,2.4,2019
1kuk,data/raw/PDBbind_v2020_refined/refined-set/1kuk/1kuk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1kuk/1kuk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1kuk/1kuk_pocket.pdb,3.91,pKd,1.45,2002
6d1b,data/raw/PDBbind_v2020_refined/refined-set/6d1b/6d1b_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6d1b/6d1b_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6d1b/6d1b_pocket.pdb,3.91,pKd,1.25,2019
1pr5,data/raw/PDBbind_v2020_refined/refined-set/1pr5/1pr5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1pr5/1pr5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1pr5/1pr5_pocket.pdb,3.92,pKd,2.5,2003
3ap4,data/raw/PDBbind_v2020_refined/refined-set/3ap4/3ap4_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3ap4/3ap4_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3ap4/3ap4_pocket.pdb,3.92,pKd,2.33,2011
3twp,data/raw/PDBbind_v2020_refined/refined-set/3twp/3twp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3twp/3twp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3twp/3twp_pocket.pdb,3.92,pKd,1.83,2012
6g9x,data/raw/PDBbind_v2020_refined/refined-set/6g9x/6g9x_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6g9x/6g9x_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6g9x/6g9x_pocket.pdb,3.92,pKd,2.3,2019
6hzy,data/raw/PDBbind_v2020_refined/refined-set/6hzy/6hzy_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6hzy/6hzy_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6hzy/6hzy_pocket.pdb,3.92,pKd,1.7,2019
1h5v,data/raw/PDBbind_v2020_refined/refined-set/1h5v/1h5v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1h5v/1h5v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1h5v/1h5v_pocket.pdb,3.93,pKd,1.1,2002
2a5b,data/raw/PDBbind_v2020_refined/refined-set/2a5b/2a5b_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2a5b/2a5b_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2a5b/2a5b_pocket.pdb,3.93,pKd,2.49,2006
2cbz,data/raw/PDBbind_v2020_refined/refined-set/2cbz/2cbz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2cbz/2cbz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2cbz/2cbz_pocket.pdb,3.93,pKd,1.5,2006
6g9i,data/raw/PDBbind_v2020_refined/refined-set/6g9i/6g9i_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6g9i/6g9i_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6g9i/6g9i_pocket.pdb,3.93,pKd,2.19,2018
1v1m,data/raw/PDBbind_v2020_refined/refined-set/1v1m/1v1m_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1v1m/1v1m_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1v1m/1v1m_pocket.pdb,3.94,pKd,2.0,2004
2v3d,data/raw/PDBbind_v2020_refined/refined-set/2v3d/2v3d_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2v3d/2v3d_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2v3d/2v3d_pocket.pdb,3.94,pKd,1.96,2007
4bi6,data/raw/PDBbind_v2020_refined/refined-set/4bi6/4bi6_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4bi6/4bi6_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4bi6/4bi6_pocket.pdb,3.95,pKd,1.45,2013
5fou,data/raw/PDBbind_v2020_refined/refined-set/5fou/5fou_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5fou/5fou_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5fou/5fou_pocket.pdb,3.95,pKd,1.5,2016
5m5d,data/raw/PDBbind_v2020_refined/refined-set/5m5d/5m5d_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5m5d/5m5d_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5m5d/5m5d_pocket.pdb,3.95,pKd,1.07,2017
6cbg,data/raw/PDBbind_v2020_refined/refined-set/6cbg/6cbg_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6cbg/6cbg_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6cbg/6cbg_pocket.pdb,3.95,pKd,2.0,2018
6jaq,data/raw/PDBbind_v2020_refined/refined-set/6jaq/6jaq_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6jaq/6jaq_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6jaq/6jaq_pocket.pdb,3.95,pKd,1.95,2019
1mrs,data/raw/PDBbind_v2020_refined/refined-set/1mrs/1mrs_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1mrs/1mrs_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1mrs/1mrs_pocket.pdb,3.96,pKd,2.0,2003
2fpz,data/raw/PDBbind_v2020_refined/refined-set/2fpz/2fpz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2fpz/2fpz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2fpz/2fpz_pocket.pdb,3.96,pKd,2.0,2006
2wec,data/raw/PDBbind_v2020_refined/refined-set/2wec/2wec_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2wec/2wec_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2wec/2wec_pocket.pdb,3.96,pKd,1.5,1998
3c39,data/raw/PDBbind_v2020_refined/refined-set/3c39/3c39_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3c39/3c39_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3c39/3c39_pocket.pdb,3.96,pKd,1.85,2008
3gt9,data/raw/PDBbind_v2020_refined/refined-set/3gt9/3gt9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3gt9/3gt9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3gt9/3gt9_pocket.pdb,3.96,pKd,1.7,2010
4gqr,data/raw/PDBbind_v2020_refined/refined-set/4gqr/4gqr_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4gqr/4gqr_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4gqr/4gqr_pocket.pdb,3.96,pKd,1.2,2012
4agn,data/raw/PDBbind_v2020_refined/refined-set/4agn/4agn_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4agn/4agn_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4agn/4agn_pocket.pdb,3.97,pKd,1.6,2012
4ibg,data/raw/PDBbind_v2020_refined/refined-set/4ibg/4ibg_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4ibg/4ibg_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4ibg/4ibg_pocket.pdb,3.97,pKd,1.41,2014
1v11,data/raw/PDBbind_v2020_refined/refined-set/1v11/1v11_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1v11/1v11_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1v11/1v11_pocket.pdb,3.98,pKd,1.95,2004
3b3c,data/raw/PDBbind_v2020_refined/refined-set/3b3c/3b3c_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3b3c/3b3c_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3b3c/3b3c_pocket.pdb,3.98,pKd,1.46,2007
4agm,data/raw/PDBbind_v2020_refined/refined-set/4agm/4agm_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4agm/4agm_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4agm/4agm_pocket.pdb,3.98,pKd,1.52,2012
5os8,data/raw/PDBbind_v2020_refined/refined-set/5os8/5os8_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5os8/5os8_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5os8/5os8_pocket.pdb,3.98,pKd,1.55,2018
5yj8,data/raw/PDBbind_v2020_refined/refined-set/5yj8/5yj8_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5yj8/5yj8_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5yj8/5yj8_pocket.pdb,3.98,pKd,1.76,2018
6rih,data/raw/PDBbind_v2020_refined/refined-set/6rih/6rih_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6rih/6rih_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6rih/6rih_pocket.pdb,3.98,pKd,2.15,2019
1rpf,data/raw/PDBbind_v2020_refined/refined-set/1rpf/1rpf_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1rpf/1rpf_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1rpf/1rpf_pocket.pdb,3.99,pKd,2.2,1994
4i7l,data/raw/PDBbind_v2020_refined/refined-set/4i7l/4i7l_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4i7l/4i7l_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4i7l/4i7l_pocket.pdb,3.99,pKd,1.52,2013
1e5j,data/raw/PDBbind_v2020_refined/refined-set/1e5j/1e5j_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1e5j/1e5j_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1e5j/1e5j_pocket.pdb,4.0,pKd,1.85,2001
1lgw,data/raw/PDBbind_v2020_refined/refined-set/1lgw/1lgw_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1lgw/1lgw_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1lgw/1lgw_pocket.pdb,4.0,pKd,1.85,2002
1tni,data/raw/PDBbind_v2020_refined/refined-set/1tni/1tni_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1tni/1tni_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1tni/1tni_pocket.pdb,4.0,pKd,1.9,1994
1wc1,data/raw/PDBbind_v2020_refined/refined-set/1wc1/1wc1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1wc1/1wc1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1wc1/1wc1_pocket.pdb,4.0,pKd,1.93,2004
2buv,data/raw/PDBbind_v2020_refined/refined-set/2buv/2buv_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2buv/2buv_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2buv/2buv_pocket.pdb,4.0,pKd,1.8,2006
2ot1,data/raw/PDBbind_v2020_refined/refined-set/2ot1/2ot1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2ot1/2ot1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2ot1/2ot1_pocket.pdb,4.0,pKd,2.05,2007
2qrl,data/raw/PDBbind_v2020_refined/refined-set/2qrl/2qrl_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2qrl/2qrl_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2qrl/2qrl_pocket.pdb,4.0,pKd,1.6,2007
2rin,data/raw/PDBbind_v2020_refined/refined-set/2rin/2rin_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2rin/2rin_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2rin/2rin_pocket.pdb,4.0,pKd,1.8,2008
2whp,data/raw/PDBbind_v2020_refined/refined-set/2whp/2whp_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2whp/2whp_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2whp/2whp_pocket.pdb,4.0,pKd,2.2,2009
3a1c,data/raw/PDBbind_v2020_refined/refined-set/3a1c/3a1c_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3a1c/3a1c_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3a1c/3a1c_pocket.pdb,4.0,pKd,1.85,2009
3ijh,data/raw/PDBbind_v2020_refined/refined-set/3ijh/3ijh_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3ijh/3ijh_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3ijh/3ijh_pocket.pdb,4.0,pKd,2.1,2009
3vd9,data/raw/PDBbind_v2020_refined/refined-set/3vd9/3vd9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3vd9/3vd9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3vd9/3vd9_pocket.pdb,4.0,pKd,2.05,2012
4p6c,data/raw/PDBbind_v2020_refined/refined-set/4p6c/4p6c_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4p6c/4p6c_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4p6c/4p6c_pocket.pdb,4.0,pKd,1.86,2015
4umb,data/raw/PDBbind_v2020_refined/refined-set/4umb/4umb_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4umb/4umb_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4umb/4umb_pocket.pdb,4.0,pKd,2.17,2014
5g4n,data/raw/PDBbind_v2020_refined/refined-set/5g4n/5g4n_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5g4n/5g4n_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5g4n/5g4n_pocket.pdb,4.0,pKd,1.35,2016
5h1v,data/raw/PDBbind_v2020_refined/refined-set/5h1v/5h1v_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5h1v/5h1v_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5h1v/5h1v_pocket.pdb,4.0,pKd,2.0,2017
5mgk,data/raw/PDBbind_v2020_refined/refined-set/5mgk/5mgk_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5mgk/5mgk_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5mgk/5mgk_pocket.pdb,4.0,pKd,2.3,2017
5wcm,data/raw/PDBbind_v2020_refined/refined-set/5wcm/5wcm_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5wcm/5wcm_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5wcm/5wcm_pocket.pdb,4.0,pKd,1.2,2017
1v2w,data/raw/PDBbind_v2020_refined/refined-set/1v2w/1v2w_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1v2w/1v2w_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1v2w/1v2w_pocket.pdb,4.01,pKd,1.75,2004
3fzn,data/raw/PDBbind_v2020_refined/refined-set/3fzn/3fzn_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3fzn/3fzn_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3fzn/3fzn_pocket.pdb,4.01,pKd,1.62,2009
2wvz,data/raw/PDBbind_v2020_refined/refined-set/2wvz/2wvz_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2wvz/2wvz_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2wvz/2wvz_pocket.pdb,4.02,pKd,2.4,2009
3po1,data/raw/PDBbind_v2020_refined/refined-set/3po1/3po1_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3po1/3po1_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3po1/3po1_pocket.pdb,4.02,pKd,1.65,2011
5vsj,data/raw/PDBbind_v2020_refined/refined-set/5vsj/5vsj_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5vsj/5vsj_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5vsj/5vsj_pocket.pdb,4.02,pKd,2.46,2017
2q8m,data/raw/PDBbind_v2020_refined/refined-set/2q8m/2q8m_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2q8m/2q8m_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2q8m/2q8m_pocket.pdb,4.03,pKd,2.05,2007
2x96,data/raw/PDBbind_v2020_refined/refined-set/2x96/2x96_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2x96/2x96_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2x96/2x96_pocket.pdb,4.03,pKd,1.85,2010
3bxh,data/raw/PDBbind_v2020_refined/refined-set/3bxh/3bxh_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3bxh/3bxh_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3bxh/3bxh_pocket.pdb,4.03,pKd,1.85,2008
3nq9,data/raw/PDBbind_v2020_refined/refined-set/3nq9/3nq9_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3nq9/3nq9_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3nq9/3nq9_pocket.pdb,4.03,pKd,1.9,2010
4msn,data/raw/PDBbind_v2020_refined/refined-set/4msn/4msn_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/4msn/4msn_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/4msn/4msn_pocket.pdb,4.03,pKd,2.3,2014
5e2l,data/raw/PDBbind_v2020_refined/refined-set/5e2l/5e2l_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5e2l/5e2l_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5e2l/5e2l_pocket.pdb,4.03,pKd,2.5,2016
5nzf,data/raw/PDBbind_v2020_refined/refined-set/5nzf/5nzf_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/5nzf/5nzf_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/5nzf/5nzf_pocket.pdb,4.03,pKd,1.75,2018
6cze,data/raw/PDBbind_v2020_refined/refined-set/6cze/6cze_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6cze/6cze_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6cze/6cze_pocket.pdb,4.03,pKd,2.3,2018
6hni,data/raw/PDBbind_v2020_refined/refined-set/6hni/6hni_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6hni/6hni_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6hni/6hni_pocket.pdb,4.03,pKd,1.35,2019
1hi5,data/raw/PDBbind_v2020_refined/refined-set/1hi5/1hi5_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1hi5/1hi5_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1hi5/1hi5_pocket.pdb,4.04,pKd,1.8,2001
1li2,data/raw/PDBbind_v2020_refined/refined-set/1li2/1li2_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/1li2/1li2_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/1li2/1li2_pocket.pdb,4.04,pKd,2.0,2002
6i0z,data/raw/PDBbind_v2020_refined/refined-set/6i0z/6i0z_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6i0z/6i0z_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6i0z/6i0z_pocket.pdb,4.04,pKd,1.77,2019
6qlt,data/raw/PDBbind_v2020_refined/refined-set/6qlt/6qlt_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/6qlt/6qlt_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/6qlt/6qlt_pocket.pdb,4.04,pKd,1.15,2019
2w66,data/raw/PDBbind_v2020_refined/refined-set/2w66/2w66_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/2w66/2w66_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/2w66/2w66_pocket.pdb,4.05,pKd,2.27,2009
3n8k,data/raw/PDBbind_v2020_refined/refined-set/3n8k/3n8k_ligand.sdf,data/raw/PDBbind_v2020_refined/refined-set/3n8k/3n8k_protein.pdb,data/raw/PDBbind_v2020_refined/refined-set/3n8k/3n8k_pocket.pdb,4.05,pKd,2.25,2010
